學年度	開課系所代碼	開課系所名稱	科目代碼	科目中文名稱	科目英文名稱	必選修	全/半	上學期學分	下學期學分	上學期正課時數	上學期實驗時數	下學期正課時數	下學期實驗時數	停開	
113	LU20 	國文系（學）	CHC0171 	禮記（一）	Li-chi (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LM20 	國文系（碩）	CHC0172 	禮記（二）	Li-chi  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHC0172 	禮記（二）	Li-chi  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LD20 	國文系（博）	CHC0179 	當代儒學專題研究	Special Topics on Contemporary New-Confucianism	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 	
113	LM20 	國文系（碩）	CHC0179 	當代儒學專題研究	Special Topics on Contemporary New-Confucianism	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 	
113	LD20 	國文系（博）	CHC0180 	道教文化專題研究	Special Topics on Taoist Culture	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHC0180 	道教文化專題研究	Special Topics on Taoist Culture	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LD20 	國文系（博）	CHC0181 	武俠小說研究	Studies in Wu-Xia	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHC0181 	武俠小說研究	Studies in Wu-Xia	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LD20 	國文系（博）	CHC0182 	空間與文學專題研究	Special Topics on Space and Literature	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHC0182 	空間與文學專題研究	Special Topics on Space and Literature	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LD20 	國文系（博）	CHC0183 	域外中國哲學專題研究	Special Topics on Chinese Philosophy in Foreign Countries	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHC0183 	域外中國哲學專題研究	Special Topics on Chinese Philosophy in Foreign Countries	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LD20 	國文系（博）	CHC7010 	神仙傳記專題研究	Special Topics on Divine Biography	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHC7010 	神仙傳記專題研究	Special Topics on Divine Biography	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LD20 	國文系（博）	CHC7011 	現代詩專題研究	Special Topics on Modern Poetry	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHC7011 	現代詩專題研究	Special Topics on Modern Poetry	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LD20 	國文系（博）	CHC8003 	現代散文專題研究	Special Topics on Modern Essays	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHC8003 	現代散文專題研究	Special Topics on Modern Essays	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LD20 	國文系（博）	CHC8004 	六朝思想文化專題研討	Special Topics on Thought and Culture in Six Dynasties	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHC8004 	六朝思想文化專題研討	Special Topics on Thought and Culture in Six Dynasties	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LD20 	國文系（博）	CHC8009 	經典與詮釋學專題研討	Special Topics on Scripture and Hermeneutics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8009 	經典與詮釋學專題研討	Special Topics on Scripture and Hermeneutics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8010 	極短篇小說研究	Studies in Short Short Stories	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8010 	極短篇小說研究	Studies in Short Short Stories	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8012 	跨文化戲劇專題	Seminar on Cross-Cultural Drama	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8012 	跨文化戲劇專題	Seminar on Cross-Cultural Drama	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8013 	小說與戲劇專題	Seminar on Fiction and Drama	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8013 	小說與戲劇專題	Seminar on Fiction and Drama	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8014 	兩岸七○後小說專題研究	Seminar on the Post-70s Novels in China and Taiwan	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8014 	兩岸七○後小說專題研究	Seminar on the Post-70s Novels in China and Taiwan	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8015 	「革命加戀愛」小說專題研究	"Seminar on ""Revolution Plus Love"" Novels"	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8015 	「革命加戀愛」小說專題研究	"Seminar on ""Revolution Plus Love"" Novels"	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8016 	佛教文學專題研究	Seminar on Chinese Buddhist Literature	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8016 	佛教文學專題研究	Seminar on Chinese Buddhist Literature	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8017 	敦煌學專題研討	Seminar in Dunhuang Studies	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8017 	敦煌學專題研討	Seminar in Dunhuang Studies	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8018 	數位內容與應用文字學研討	Studies in Digital Content and Applied Chinese Paleography	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	 	
113	LM20 	國文系（碩）	CHC8018 	數位內容與應用文字學研討	Studies in Digital Content and Applied Chinese Paleography	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	 	
113	LD20 	國文系（博）	CHC8019 	上古漢語語法專題	Seminar on Ancient Chinese Grammar	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8019 	上古漢語語法專題	Seminar on Ancient Chinese Grammar	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8020 	出土戰國楚簡篇章研究	Studies in Unearthed Chu Bamboo Slips Chapters During Ancient Chinese Warring States	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8020 	出土戰國楚簡篇章研究	Studies in Unearthed Chu Bamboo Slips Chapters During Ancient Chinese Warring States	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8021 	當代莊子學研究	Contemporary Studies of Zhuangzi	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8021 	當代莊子學研究	Contemporary Studies of Zhuangzi	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8022 	中國文字綜合研討	Comprehensive Studies of Chinese Characters	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8022 	中國文字綜合研討	Comprehensive Studies of Chinese Characters	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8024 	中國文學批評史專題研究	Special Topics on the History of Chinese Literary Criticism	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	 	
113	LM20 	國文系（碩）	CHC8024 	中國文學批評史專題研究	Special Topics on the History of Chinese Literary Criticism	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	 	
113	LD20 	國文系（博）	CHC8025 	神話學研究	Studies in Mythology	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8025 	神話學研究	Studies in Mythology	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8026 	中國文學理論研討	Studies in Chinese Literary Theory	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8026 	中國文學理論研討	Studies in Chinese Literary Theory	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8028 	經學文獻研討	Studies in Confucian Classics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8028 	經學文獻研討	Studies in Confucian Classics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8030 	中文辭典編纂研討	The Research of Chinese Lexicography	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8030 	中文辭典編纂研討	The Research of Chinese Lexicography	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8031 	文學傳播學專題研討	Seminar: Literature and Communication	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8031 	文學傳播學專題研討	Seminar: Literature and Communication	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8032 	閩南語專題研討	Special Topics on Southern Min	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8032 	閩南語專題研討	Special Topics on Southern Min	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8033 	佛學專題研討	Seminar on Philosophy of Buddhism	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8033 	佛學專題研討	Seminar on Philosophy of Buddhism	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8034 	古文名篇語法研討	Seminar on the Grammar of Renowned Guwen Essays	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8034 	古文名篇語法研討	Seminar on the Grammar of Renowned Guwen Essays	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8035 	辭賦專題研究	Studies of Rhapsody	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8035 	辭賦專題研究	Studies of Rhapsody	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8036 	近現代旅行文學專題研究	Special Topics on Modern Travel Literature	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8036 	近現代旅行文學專題研究	Special Topics on Modern Travel Literature	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8037 	明清文學與文化專題研究	Special Topics on Literature and Culture in Ming and Ching Dynasties	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8037 	明清文學與文化專題研究	Special Topics on Literature and Culture in Ming and Ching Dynasties	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8038 	荀子專題研討	Seminar on Xunzi	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8038 	荀子專題研討	Seminar on Xunzi	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8039 	唐宋禪宗文獻研討	Studies in the Historical Materials of Chan Buddhism in the Tang and Song Dynasty	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	 	
113	LM20 	國文系（碩）	CHC8039 	唐宋禪宗文獻研討	Studies in the Historical Materials of Chan Buddhism in the Tang and Song Dynasty	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	 	
113	LD20 	國文系（博）	CHC8040 	先秦道家政治思想	The Political Thoughts of Pre-Qin Daoism	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8040 	先秦道家政治思想	The Political Thoughts of Pre-Qin Daoism	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8041 	中國自傳文學研究	Research on Chinese Autobiographical Literature	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC8041 	中國自傳文學研究	Research on Chinese Autobiographical Literature	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LD20 	國文系（博）	CHC8042 	跨文化美學與政治	Transcultural Aesthetics and Politics	選修	半	3.0		3.0	0.0				
113	LM20 	國文系（碩）	CHC8042 	跨文化美學與政治	Transcultural Aesthetics and Politics	選修	半	3.0		3.0	0.0				
113	LD20 	國文系（博）	CHC8043 	文人型態與物質文化專題	Special Topics on Literary Types and Material Culture	選修	半	3.0		3.0	0.0				
113	LM20 	國文系（碩）	CHC8043 	文人型態與物質文化專題	Special Topics on Literary Types and Material Culture	選修	半	3.0		3.0	0.0				
113	LD20 	國文系（博）	CHC8044 	田野調查：語言、族群與社會	"Fieldwork on Language, Ethnicity, and Society"	選修	半	3.0		3.0	0.0				
113	LM20 	國文系（碩）	CHC8044 	田野調查：語言、族群與社會	"Fieldwork on Language, Ethnicity, and Society"	選修	半	3.0		3.0	0.0				
113	LM20 	國文系（碩）	CHC9002 	戰國秦簡篇章研讀	Studies on Chapters of Warring States Periods Qin Bamboo Slips	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHC9002 	戰國秦簡篇章研讀	Studies on Chapters of Warring States Periods Qin Bamboo Slips	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC9003 	青銅器與金文研讀	Studies on Bronze Vessels and Chinese Bronze Inscriptions	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHC9003 	青銅器與金文研讀	Studies on Bronze Vessels and Chinese Bronze Inscriptions	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC9004 	國語文課程與教學新興議題研究	Emerging Issues in Curriculum and Instruction of Chinese Language Arts	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHC9004 	國語文課程與教學新興議題研究	Emerging Issues in Curriculum and Instruction of Chinese Language Arts	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC9005 	中國經學名著選讀	Selected Readings of Chinese Classics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHC9005 	中國經學名著選讀	Selected Readings of Chinese Classics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC9006 	英語漢學名著選讀批判性研究	Critical Study of Selected Readings in Classics of Sinological Studies	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHC9006 	英語漢學名著選讀批判性研究	Critical Study of Selected Readings in Classics of Sinological Studies	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC9007 	文人印學與鈕雕文化專題	Special Topics on Literati Seal Studies and Button Carving Culture	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHC9007 	文人印學與鈕雕文化專題	Special Topics on Literati Seal Studies and Button Carving Culture	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LM20 	國文系（碩）	CHC9008 	明清文學與性別論述	Ming-Qing Literature and Gender Discourse	選修	半	3.0		3.0	0.0				
113	LU20 	國文系（學）	CHC9008 	明清文學與性別論述	Ming-Qing Literature and Gender Discourse	選修	半	3.0		3.0	0.0				
113	LM20 	國文系（碩）	CHC9009 	跨文化道家哲學：老子與莊子	Transcultural Daoist Philosophy: Laozi and Zhuangzi	選修	半	2.0		2.0	0.0				
113	LU20 	國文系（學）	CHC9009 	跨文化道家哲學：老子與莊子	Transcultural Daoist Philosophy: Laozi and Zhuangzi	選修	半	2.0		2.0	0.0				
113	LM20 	國文系（碩）	CHM0001 	治學方法專題研究	Special Topics in Methodology	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LM20 	國文系（碩）	CHM0005 	中國神話專題研究	Special Topics on Chinese Mythology	選修	半	3.0	0.0	3.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHU0008 	訓詁學	Semantics	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0015 	文學概論	Introduction to Literature	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0036 	作文教學指導	Guidance on the Methods of Teaching Composition	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0038 	文藝美學	Literary Aesthetics	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0061 	中文電腦資料處理	Computer Data Processing in Chinese	選修	半	2.0	3.0	2.0	0.0	3.0	0.0	 	
113	LU20 	國文系（學）	CHU0062 	論文寫作指導	Thesis Writing	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0074 	文學批評	Literary Criticism	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0079 	演說與辯論	Elocution and Debating	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0088 	修辭學	Chinese Rhetoric	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHU0089 	曲選及習作	Selections of Chu & Writing Practice	必修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0103 	詞選及習作	Selections of Tzu & Writing Practice	必修	半	3.0	3.0	3.0	0.0	3.0	0.0	 	
113	LU20 	國文系（學）	CHU0105 	編輯與採訪	Editing and News Covering	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0107 	詞彙學	Studies on Morphology and Lexicology	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0110 	兩漢思想概論	Introduction to The Thoughts in the Two Han Dynasties	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0125 	應用文及習作	Practical Writing	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0132 	閩南語概論	Introduction to the Southern-Min Dialect	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0134 	報導文學	Reportage	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0139 	語言學概論	Introduction to Linguistics	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0146 	詩歌吟誦學	Chinese Poetry Recitation Pedagogy	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0147 	專家詩	Poems by Specialists	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0158 	六祖壇經	Lu Tsu Tan Ching	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0159 	古典小說選	Selected Classical Novels	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0160 	民俗與文學	Folklore and Literature	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0167 	文學與編劇	Literature and Play Writing	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0176 	中國神話導讀	Introduction to Chinese Myth	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0177 	晚明小品	Xiao-pin of Late Ming Dynasty	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	LU20 	國文系（學）	CHU0178 	明清八股文	Eight-Legged Essay of Ming and Ching Dynasties	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	CHU0179 	極短篇小說	Chinese Short Short Stories	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0180 	小說敘事學	Narratology of Novel	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 	
113	LU20 	國文系（學）	CHU0186 	國語語音學	Mandarin Phonetics	選修	半	2.0	2.0	2.0	0.0	2.0	0.0	 	
113	LU20 	國文系（學）	CHU0195 	旅行文學	Travel Literature	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0197 	經典導讀與批判思考	Readings in Classics and Critical Thinking	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0198 	閱讀教學	Teaching of Reading	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 	
113	LU20 	國文系（學）	CHU0199 	古漢語語法	The Grammar of Ancient Chinese	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0200 	漢代畫像的文學閱讀	Literary Interpretation of Stone Portraits in Han Dynasty	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0205 	山海經導讀	Introduction to Shan Hai Jing	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0207 	跨文化對話	Trans-Cultural Dialogue	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0211 	文字學（一）	Chinese Etymology (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0212 	文字學（二）	Chinese Etymology (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0213 	詩選及習作（一）	Selection of Poems & Writing Practice (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0214 	詩選及習作（二）	Selection of Poems & Writing Practice (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0215 	臺灣文學（一）	Taiwanese Literature (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0216 	臺灣文學（二）	Taiwanese Literature (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0217 	聲韻學（一）	Chinese Phonology (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0218 	聲韻學（二）	Chinese Phonology (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0219 	國文文法（一）	Chinese Grammar (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0	 	
113	LU20 	國文系（學）	CHU0220 	國文文法（二）	Chinese Grammar (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0	 	
113	LU20 	國文系（學）	CHU0227 	左傳（一）	Tso-Chuan (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0228 	左傳（二）	Tso-Chuan  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0229 	莊子（一）	Chuang-Tzu (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0230 	莊子（二）	Chuang-Tzu  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0231 	詩經（一）	Shi-King (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0232 	詩經（二）	Shi-King  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0233 	易經（一）	I-King (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0234 	易經（二）	I-King (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0235 	老子（一）	Lao-Tzu (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0236 	老子（二）	Lao-Tzu  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0247 	專家文（一）	Essays by Specialists (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0	 	
113	LU20 	國文系（學）	CHU0248 	專家文（二）	Essays by Specialists (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0251 	書法研究（一）	Study of Chinese Calligraphy (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0252 	書法研究（二）	Study of Chinese Calligraphy  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0253 	宋明理學導讀（一）	Intro to Neo-Confucianism of Sung & Ming Dynasties (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0254 	宋明理學導讀（二）	Intro to Neo-Confucianism of Sung & Ming Dynasties  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0257 	古典戲曲選（一）	Selections of Classical Drama(I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0258 	古典戲曲選（二）	Selections of Classical Drama (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0259 	史記（一）	Shih-Chi (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0260 	史記（二）	Shih-Chi  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0263 	荀子（一）	Hsun-Tzu (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0264 	荀子（二）	Hsun-Tzu (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0267 	文心雕龍（一）	Liu Shih`s Critical Theories & Essays (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0268 	文心雕龍（二）	Liu Shih`s Critical Theories & Essays  (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0269 	專家詞（一）	Tzu by Specialists (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0270 	專家詞（二）	Tzu by Specialists (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0273 	佛學概論（一）	Introduction to Buddhology (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0274 	佛學概論（二）	Introduction to Buddhology (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0275 	中國哲學概論（一）	Introduction to Chinese Philosophy (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	LU20 	國文系（學）	CHU0276 	中國哲學概論（二）	Introduction to Chinese Philosophy (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
