學年度	開課系所代碼	開課系所名稱	科目代碼	科目中文名稱	科目英文名稱	必選修	全/半	上學期學分	下學期學分	上學期正課時數	上學期實驗時數	下學期正課時數	下學期實驗時數	停開
114	TD60 	美術系（博）	ATC0302 	藝術評論研究	Studies in Art Criticism	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0302 	藝術評論研究	Studies in Art Criticism	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0303 	藝術與全球化議題研究	Studies in Issues of Art and Globalization	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0303 	藝術與全球化議題研究	Studies in Issues of Art and Globalization	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0308 	藝術史學研究方法	Methodologies of History of Art	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0308 	藝術史學研究方法	Methodologies of History of Art	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0310 	當代藝術專題研究	Special Topics on Contemporary Arts	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 
114	TM60 	美術系（碩）	ATC0310 	當代藝術專題研究	Special Topics on Contemporary Arts	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 
114	TD60 	美術系（博）	ATC0311 	日本近代美術史專題研究	Special Topics on History of Modern Japanese Arts	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0311 	日本近代美術史專題研究	Special Topics on History of Modern Japanese Arts	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0312 	近現代西洋藝術理論研究	Selected Readings in Theories of Western Art: 16th-20th Centuries	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0312 	近現代西洋藝術理論研究	Selected Readings in Theories of Western Art: 16th-20th Centuries	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0314 	攝影史與攝影理論研究	Studies in History and Theory of Photography	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0314 	攝影史與攝影理論研究	Studies in History and Theory of Photography	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0323 	現代漆藝與產學合作發展	Modern Lacquer Development and Industry Cooperation	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0323 	現代漆藝與產學合作發展	Modern Lacquer Development and Industry Cooperation	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0325 	典藏及展示：博物館和其他藝術空間	Collecting and Exhibiting: Museum and Other Art Spaces	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TU60 	美術系（學）	ATC0325 	典藏及展示：博物館和其他藝術空間	Collecting and Exhibiting: Museum and Other Art Spaces	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0327 	日文美術史文獻論著譯讀（一）	Selected Japanese Readings of Art History (I)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0327 	日文美術史文獻論著譯讀（一）	Selected Japanese Readings of Art History (I)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0328 	日文美術史文獻論著譯讀（二）	Selected Japanese Readings of Art History (II)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0328 	日文美術史文獻論著譯讀（二）	Selected Japanese Readings of Art History (II)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0331 	藝術教育與行政研究方法	Research Methods and Methodologies for Art Education and Administration	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0331 	藝術教育與行政研究方法	Research Methods and Methodologies for Art Education and Administration	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0332 	藝術活動策劃實務	Practices of Exhibition and Art Activity Planning	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TU60 	美術系（學）	ATC0332 	藝術活動策劃實務	Practices of Exhibition and Art Activity Planning	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0333 	數位多媒體	Multi-Media	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TU60 	美術系（學）	ATC0333 	數位多媒體	Multi-Media	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0334 	當代繪畫研究與創作（一）	Study and Creation of Contemporary Painting (I)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0334 	當代繪畫研究與創作（一）	Study and Creation of Contemporary Painting (I)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0335 	當代繪畫研究與創作（二）	Study and Creation of Contemporary Painting (II)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0335 	當代繪畫研究與創作（二）	Study and Creation of Contemporary Painting (II)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0336 	藝術批評寫作與方法（一）	Methodology and Writing of Art Criticism (I)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0336 	藝術批評寫作與方法（一）	Methodology and Writing of Art Criticism (I)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0337 	藝術批評寫作與方法（二）	Methodology and Writing of Art Criticism (II)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0337 	藝術批評寫作與方法（二）	Methodology and Writing of Art Criticism (II)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0338 	藝術理論寫作與分析（一）	Art Theory Writing and Analysis (I)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0338 	藝術理論寫作與分析（一）	Art Theory Writing and Analysis (I)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0339 	藝術理論寫作與分析（二）	Art Theory Writing and Analysis (II)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0339 	藝術理論寫作與分析（二）	Art Theory Writing and Analysis (II)	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0340 	藝術與工業革命	Art and Industrial Revolution	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 
114	TM60 	美術系（碩）	ATC0340 	藝術與工業革命	Art and Industrial Revolution	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0341 	媒體藝術研討	Seminar in Media Art	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0341 	媒體藝術研討	Seminar in Media Art	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0342 	臺灣近代物質文化研究	Studies in Material Culture in pre-Modern and Modern Taiwan	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0342 	臺灣近代物質文化研究	Studies in Material Culture in pre-Modern and Modern Taiwan	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0343 	影像理論與美學導論	An Introduction to Image Theories and Aesthetics	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0343 	影像理論與美學導論	An Introduction to Image Theories and Aesthetics	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0344 	視覺修辭與符號學	Visual Rhetorics and Semiotics	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0344 	視覺修辭與符號學	Visual Rhetorics and Semiotics	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0345 	數位科技藝術與創作	Digital Technology Art and Creation	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0345 	數位科技藝術與創作	Digital Technology Art and Creation	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0347 	視覺效果與影像處理	Visual Effects and Image Manipulation	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0347 	視覺效果與影像處理	Visual Effects and Image Manipulation	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0348 	影像數位科技	Digital Image Technology	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0348 	影像數位科技	Digital Image Technology	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0349 	新媒體互動藝術專題研究	Research of New Media Interactive Art	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0349 	新媒體互動藝術專題研究	Research of New Media Interactive Art	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0350 	３Ｄ 虛擬實境專題研究	3d Virtual Reality	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0350 	３Ｄ 虛擬實境專題研究	3d Virtual Reality	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0353 	博物館學	Museum Studies	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TU60 	美術系（學）	ATC0353 	博物館學	Museum Studies	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0355 	文化資產議題與法規	Issues of the Cultural Assets and Regulations	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0355 	文化資產議題與法規	Issues of the Cultural Assets and Regulations	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC0358 	藝術產業經營與管理概論	Introduction of Operation and Management in Arts Industry	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TU60 	美術系（學）	ATC0358 	藝術產業經營與管理概論	Introduction of Operation and Management in Arts Industry	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC0359 	美術館教育專題研究	Selected Topics in Museum Education	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC0359 	美術館教育專題研究	Selected Topics in Museum Education	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC3019 	美術教育課程發展與評鑑研究	Curriculum Development and Evaluation in Art Education	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC3019 	美術教育課程發展與評鑑研究	Curriculum Development and Evaluation in Art Education	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC3022 	現代美學新論	New Introduction to Modern Aesthetics	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC3022 	現代美學新論	New Introduction to Modern Aesthetics	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC3034 	藝術人類學研究	Studies in Anthropology of Art	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC3034 	藝術人類學研究	Studies in Anthropology of Art	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC3035 	博物館與文化研究	Museum and Cultural Studies	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC3035 	博物館與文化研究	Museum and Cultural Studies	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC3037 	休閒與消費文化研究	Studies in Leisure and Consumer	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TM60 	美術系（碩）	ATC3037 	休閒與消費文化研究	Studies in Leisure and Consumer	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	
114	TD60 	美術系（博）	ATC3040 	文化藝術講座	Art and Culture Lecture	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 
114	TM60 	美術系（碩）	ATC3040 	文化藝術講座	Art and Culture Lecture	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 
114	TD60 	美術系（博）	ATC3041 	藝術管理講座	Art Management Lecture	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 
114	TM60 	美術系（碩）	ATC3041 	藝術管理講座	Art Management Lecture	選修	半	3.0	3.0	3.0	0.0	3.0	0.0	 
114	TM60 	美術系（碩）	ATC3043 	天然漆繪	Lacquer Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TU60 	美術系（學）	ATC3043 	天然漆繪	Lacquer Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC3051 	文物鑑識科學－攝影研究	Forensic Analysis-Photographic Techniques	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC3051 	文物鑑識科學－攝影研究	Forensic Analysis-Photographic Techniques	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC3054 	藝術理論文獻研究（一）	Studies in Documents of Art Theory (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC3054 	藝術理論文獻研究（一）	Studies in Documents of Art Theory (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC3055 	藝術理論文獻研究（二）	Studies in Documents of Art Theory (II)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC3055 	藝術理論文獻研究（二）	Studies in Documents of Art Theory (II)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8001 	近當代中國藝術與視覺文化	Studies in Contemporary Chinese Art and Visual Culture	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8001 	近當代中國藝術與視覺文化	Studies in Contemporary Chinese Art and Visual Culture	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8002 	臺灣近當代影像藝術專題研究	Special Topics on Photography and Media Art in Taiwan	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8002 	臺灣近當代影像藝術專題研究	Special Topics on Photography and Media Art in Taiwan	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8003 	平面繪畫創作與解析	Creation and Analysis Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8003 	平面繪畫創作與解析	Creation and Analysis Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8005 	藝術與創意產業專題	Special Topics on Arts and Creative Industries	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8005 	藝術與創意產業專題	Special Topics on Arts and Creative Industries	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8006 	風景與園林理論	Landscape and Garden Theory	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8006 	風景與園林理論	Landscape and Garden Theory	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8008 	視覺藝術與後殖民主義批判	Visual Art and Postcolonialism Critique	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8008 	視覺藝術與後殖民主義批判	Visual Art and Postcolonialism Critique	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8009 	美術史應用與策展論述專題研究	Studies in Application of Art History and Curatorial Statement	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8009 	美術史應用與策展論述專題研究	Studies in Application of Art History and Curatorial Statement	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8011 	科技藝術政策與科技藝術產業	Technology Art Policy and Technology Art Industry	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8011 	科技藝術政策與科技藝術產業	Technology Art Policy and Technology Art Industry	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8012 	裝置藝術創作研究	Installation Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8012 	裝置藝術創作研究	Installation Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8013 	視覺文化與繪畫創作研究	Visual Culture and Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8013 	視覺文化與繪畫創作研究	Visual Culture and Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8014 	水彩創作研究	Studies in Watercolor	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8014 	水彩創作研究	Studies in Watercolor	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8015 	現象學美學	Seminar on Phenomenological Aesthetics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8015 	現象學美學	Seminar on Phenomenological Aesthetics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8016 	錄像藝術	Video Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8016 	錄像藝術	Video Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8017 	水墨媒材應用專題研究	Special Topics on Exploration of Materials in Ink-And-Brush Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8017 	水墨媒材應用專題研究	Special Topics on Exploration of Materials in Ink-And-Brush Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8018 	中國傳統畫論專題研究	Special Topics on Chinese Traditional Painting Theories	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8018 	中國傳統畫論專題研究	Special Topics on Chinese Traditional Painting Theories	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8019 	美術館與藝術史研究	Studies in the Art Museum and the Art History	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8019 	美術館與藝術史研究	Studies in the Art Museum and the Art History	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8020 	錄像裝置藝術專題研究	Video Art Installation	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8020 	錄像裝置藝術專題研究	Video Art Installation	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8023 	藝術社會學研究	Studies in Sociology of Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8023 	藝術社會學研究	Studies in Sociology of Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8024 	傳統書畫理論專題研究	Special Topics on Theory of Traditional Painting and Calligraphy	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8024 	傳統書畫理論專題研究	Special Topics on Theory of Traditional Painting and Calligraphy	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8025 	臺灣現當代水墨畫史專題研究	Special Topics on History of Modern and Contemporary Taiwanese Ink Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8025 	臺灣現當代水墨畫史專題研究	Special Topics on History of Modern and Contemporary Taiwanese Ink Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8026 	宋元山水畫專題研究	Special Topics on Song and Yuan Dynasty Landscape Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8026 	宋元山水畫專題研究	Special Topics on Song and Yuan Dynasty Landscape Painting	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8027 	藝術史論著研究與批評	Criticism and Analysis on Writing in Art History	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8027 	藝術史論著研究與批評	Criticism and Analysis on Writing in Art History	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8032 	工藝修復（一）	Craft Conservation (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8032 	工藝修復（一）	Craft Conservation (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8033 	工藝修復（二）	Craft Conservation (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8033 	工藝修復（二）	Craft Conservation (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8034 	動漫、遊戲、與視覺藝術的產業與文化	"Cultural and Industry Studies in Manga, Animation, Games, and Visual Arts"	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8034 	動漫、遊戲、與視覺藝術的產業與文化	"Cultural and Industry Studies in Manga, Animation, Games, and Visual Arts"	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8035 	東方美學與策展研究	Studies in Oriental Aesthetics and Curatorial	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8035 	東方美學與策展研究	Studies in Oriental Aesthetics and Curatorial	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8036 	博物館展示專題	Seminars on Museum Exhibition	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8036 	博物館展示專題	Seminars on Museum Exhibition	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8037 	箔彩技法應用創作	Applications of Metal Leaf on Paintings	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8037 	箔彩技法應用創作	Applications of Metal Leaf on Paintings	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8039 	繪畫創作思想與實踐	Painting Theory and Implementation	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8039 	繪畫創作思想與實踐	Painting Theory and Implementation	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8040 	文物保存科技與典藏維護議題研究	Special Topics on Conservation Techniques and Collection Management of Cultural Relics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8040 	文物保存科技與典藏維護議題研究	Special Topics on Conservation Techniques and Collection Management of Cultural Relics	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8041 	當代藝術創作研究	Study in Contemporary Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8041 	當代藝術創作研究	Study in Contemporary Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8042 	跨領域藝術創作研究	Studies in Interdisciplinary Arts	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8042 	跨領域藝術創作研究	Studies in Interdisciplinary Arts	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8043 	藝術教育治療研究	Studies in Art Education Therapy	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8043 	藝術教育治療研究	Studies in Art Education Therapy	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8044 	視覺隱喻與應用	Visual Metaphors and Applications	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8044 	視覺隱喻與應用	Visual Metaphors and Applications	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8045 	書寫藝術研究	Studies in Calligraphy Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8045 	書寫藝術研究	Studies in Calligraphy Art	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8046 	修復科技專題研究（一）	Conservation Special Project (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8046 	修復科技專題研究（一）	Conservation Special Project (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8047 	修復科技專題研究（二）	Conservation Special Project (II)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8047 	修復科技專題研究（二）	Conservation Special Project (II)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8048 	修復科技專題研究（三）	Conservation Special Project (III)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8048 	修復科技專題研究（三）	Conservation Special Project (III)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8049 	修復科技專題研究（四）	Conservation Special Project (IV)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8049 	修復科技專題研究（四）	Conservation Special Project (IV)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8050 	照片修復（一）	Photograph Conservation (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8050 	照片修復（一）	Photograph Conservation (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8051 	照片修復（二）	Photograph Conservation (II)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8051 	照片修復（二）	Photograph Conservation (II)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8052 	織品修復（一）	Textile Conservation (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TM60 	美術系（碩）	ATC8052 	織品修復（一）	Textile Conservation (I)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
114	TD60 	美術系（博）	ATC8053 	織品修復（二）	Textile Conservation (II)	選修	半	3.0	0.0	3.0	0.0	0.0	0.0	
