acadm_year	acadm_term	authorize_p	authorize_using	chn_name	classes	comment	counter	counter_exceptAuth	course_avg	course_code	course_group	course_kind	credit	dept_chiabbr	dept_code	dept_group_name	eng_name	eng_teach	form_s	limit	limit_count_h	option_code	restrict	rt	serial_no	teacher	time_inf	generalCore
112	2	0	0	現代中國與世界：1911-1979		文學院 ; 歷史學系 ; 兼歷史系選修。 ; 限修學制：大、碩、博	1	1		AAU0817	A	半	3.0	校際臺大（學）	9UAA		China in Modern Times：1911-1979				10	選	◎加退選全授權碼選課		4000	王遠義	二 8-10 博雅101	
112	2	0	0	現代西班牙電影		文學院 ; 外國語文學系 ; 授課語言:西班牙文。學生須具備西語B1程度。 ; 限修學制：大、碩、博	0	0		AAU2120	A	半	3.0	校際臺大（學）	9UAA		Modern Spanish Cinema				5	選	◎加退選全授權碼選課		4001	白保羅	二 10-B 普202	
112	2	0	0	現代政治思想二		社會科學院 ; 政治學系 ;   限修學制：大、碩、博	4	4		AAU0216	A	半	2.0	校際臺大（學）	9UAA		Modern Political Thought (II)				20	選			4002	陳思賢	五 6-7 社科403	
112	2	0	0	產業組織實證方法		社會科學院 ; 經濟學研究所 ; 上課時間為9:30-11:20。大學生亦可選修（開學後第三週下載教師同意加簽單加選）。 ; 限修學制：碩	0	0		AAM0372	A	半	2.0	校際臺大（碩）	9MAA		Empirical Methods in Industrial Organization				2	選	◎課程不開放上修		4003	黃景沂	五 2-3 社科研604	
112	2	0	0	產業實務與未來趨勢解析	7	工學院 ; 智慧工程科技全英語學士學位學程 ; 上課教室: 工綜B01。 ; 限修學制：大、碩、博	1	1		AAC7K22	A	半	2.0	校際臺大（學）	9UAA		Industry Practices and Future Trends				10	選			4005	朱曉萍	一 3-4 請洽系所辦	
112	2	0	0	移地學習（一）	7	創新設計學院 ; 創新領域學士學位學程 ; 初選不開放．修課需填寫移動學習申請書，並徵求教師同意後，繳交承辦人員。 ; 限修學制：大、碩、博	0	0		AAC7K72	A	半	3.0	校際臺大（學）	9UAA		Off-site Study (I)				1	選	◎加退選全授權碼選課 ◎初選不開放		4006	黃書緯		
112	2	0	0	移地學習（一）	7	創新設計學院 ; 創新領域學士學位學程 ; 初選不開放．修課需填寫移動學習申請書，並徵求教師同意後，繳交承辦人員。 ; 限修學制：大、碩、博	0	0		AAC7K72	B	半	3.0	校際臺大（學）	9UAA		Off-site Study (I)	是			1	選	◎加退選全授權碼選課 ◎初選不開放		4007	袁千雯		
112	2	0	1	移地學習（一）	7	創新設計學院 ; 創新領域學士學位學程 ; 初選不開放．修課需填寫移動學習申請書，並徵求教師同意後，繳交承辦人員。 ; 限修學制：大、碩、博	1	0		AAC7K72	C	半	3.0	校際臺大（學）	9UAA		Off-site Study (I)				1	選	◎加退選全授權碼選課 ◎初選不開放		4008	陳懷萱		
112	2	0	0	第四紀地質年代學	7	理學院 ; 地質科學研究所 ;   限修學制：大三以上、碩、博	0	0		AAC7626	A	半	3.0	校際臺大（學）	9UAA		Quaternary Geochronology				5	選	◎加退選全授權碼選課		4009	李紅春	三 2-4 地質212	
112	2	0	0	統計生態學與程式語言應用	7	理學院 ; 海洋研究所 ; 教室地點:計中110教室。 ; 限修學制：大、碩、博	0	0		AAC7436	A	半	3.0	校際臺大（學）	9UAA		Computer Intensive Statistics in Ecology	是			2	選			4010	何珮綺	四 2-4 請洽系所辦	
